global_step,q,group_id,role,uid,data_source,k,group_success_rate,cost_all_mean,cost_correct_mean,cost_gap_correct,queries_all_mean,tokens_all_mean,turns_all_mean,call_index
74,0,39:130768,mixed,130768,hotpotqa,7,0.875,2.875,3.0,0.0,2.875,1874.125,3.875,39
74,0,39:139319,mixed,139319,hotpotqa,7,0.875,2.25,2.142857142857143,1.0,2.25,1607.5,3.25,39
74,0,40:128664,mixed,128664,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1302.875,2.0,40
74,0,40:121303,mixed,121303,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1257.625,3.0,40
74,0,40:147167,mixed,147167,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1798.125,3.0,40
74,0,41:84690,mixed,84690,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,1755.625,4.0,41
74,0,41:25107,mixed,25107,nq,1,0.125,1.875,1.0,0.0,1.875,1163.0,2.875,41
74,0,41:147171,mixed,147171,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1955.375,3.0,41
74,0,41:62859,mixed,62859,nq,6,0.75,1.0,1.0,0.0,3.0,1775.5,2.0,41
74,0,41:115871,mixed,115871,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1279.5,2.0,41
74,0,42:29642,mixed,29642,nq,2,0.25,2.25,3.0,0.0,2.25,1451.625,3.25,42
74,0,42:29451,mixed,29451,nq,7,0.875,1.0,1.0,0.0,1.125,794.5,2.0,42
74,0,42:98027,mixed,98027,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,2215.125,4.0,42
74,0,42:138819,mixed,138819,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1503.5,3.0,42
74,0,42:136176,mixed,136176,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1266.0,3.0,42
74,0,42:113763,mixed,113763,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1384.25,3.0,42
74,0,43:134676,mixed,134676,hotpotqa,1,0.125,3.0,3.0,0.0,4.0,2356.25,4.0,43
74,0,43:158762,mixed,158762,hotpotqa,1,0.125,2.125,3.0,0.0,2.125,1586.875,3.125,43
75,0,44:133448,mixed,133448,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1567.0,2.5,44
75,0,44:120444,mixed,120444,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1362.625,2.0,44
75,0,44:81168,mixed,81168,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1302.5,3.0,44
75,0,44:34177,mixed,34177,nq,5,0.625,1.0,1.0,0.0,1.0,719.875,2.0,44
75,0,44:153559,mixed,153559,hotpotqa,7,0.875,2.875,3.0,0.0,2.875,1766.625,3.875,44
75,0,44:49178,mixed,49178,nq,7,0.875,3.0,3.0,0.0,3.625,2230.25,4.0,44
75,0,44:45449,mixed,45449,nq,7,0.875,5.0,5.0,0.0,7.0,3924.875,6.0,44
75,0,45:30453,mixed,30453,nq,5,0.625,2.625,3.0,0.0,2.625,1682.75,3.625,45
75,0,46:101555,mixed,101555,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1289.25,2.0,46
75,0,46:80505,mixed,80505,hotpotqa,7,0.875,1.375,1.2857142857142858,1.0,2.0,1265.375,2.375,46
75,0,48:46008,mixed,46008,nq,4,0.5,1.5,1.0,0.0,1.5,1020.0,2.5,48
75,0,48:65598,mixed,65598,nq,3,0.375,1.0,1.0,0.0,3.0,1821.875,2.0,48
75,0,48:53908,mixed,53908,nq,7,0.875,1.0,1.0,0.0,2.0,1323.0,2.0,48
75,0,48:95595,mixed,95595,hotpotqa,7,0.875,2.125,2.0,0.0,2.125,1490.375,3.125,48
75,0,49:117577,mixed,117577,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1231.0,2.0,49
75,0,49:19621,mixed,19621,nq,1,0.125,3.125,4.0,0.0,3.125,1551.25,4.125,49
75,0,49:83709,mixed,83709,hotpotqa,3,0.375,2.375,3.0,0.0,3.375,2233.75,3.375,49
75,0,49:7950,mixed,7950,nq,5,0.625,1.0,1.0,0.0,2.0,1201.375,2.0,49
75,0,50:19217,mixed,19217,nq,7,0.875,1.0,1.0,0.0,2.0,1111.125,2.0,50
75,0,50:159914,mixed,159914,hotpotqa,1,0.125,1.25,3.0,0.0,1.25,893.375,2.25,50
75,0,50:77508,mixed,77508,nq,4,0.5,2.0,2.0,0.0,3.0,1980.0,3.0,50
75,0,50:100873,mixed,100873,hotpotqa,4,0.5,1.875,2.0,0.0,2.875,2102.0,2.875,50
75,0,50:30091,mixed,30091,nq,1,0.125,1.0,1.0,0.0,2.0,1161.125,2.0,50
75,0,50:160905,mixed,160905,hotpotqa,2,0.25,3.0,3.0,0.0,3.0,1969.75,4.0,50
75,0,51:19865,mixed,19865,nq,4,0.5,2.0,2.0,0.0,2.0,1337.5,3.0,51
75,0,51:161679,mixed,161679,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1214.0,2.0,51
75,0,51:16538,mixed,16538,nq,1,0.125,2.875,2.0,0.0,2.875,1850.25,3.875,51
75,0,52:36051,mixed,36051,nq,2,0.25,1.0,1.0,0.0,2.0,1156.5,2.0,52
75,0,53:16567,mixed,16567,nq,1,0.125,1.0,1.0,0.0,3.0,1783.375,2.0,53
75,0,53:93853,mixed,93853,hotpotqa,3,0.375,1.0,1.0,0.0,1.375,985.25,2.0,53
75,0,53:57343,mixed,57343,nq,7,0.875,1.0,1.0,0.0,2.0,1251.25,2.0,53
75,0,53:110148,mixed,110148,hotpotqa,1,0.125,2.125,2.0,0.0,2.125,1370.875,3.125,53
76,0,54:81015,mixed,81015,hotpotqa,4,0.5,2.125,2.25,1.0,2.5,1658.875,3.125,54
76,0,54:24085,mixed,24085,nq,3,0.375,2.0,2.0,0.0,2.0,1346.125,3.0,54
76,0,55:83825,mixed,83825,hotpotqa,6,0.75,3.25,3.0,0.0,3.25,1929.375,4.25,55
76,0,55:164379,mixed,164379,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1334.25,2.0,55
76,0,56:5654,mixed,5654,nq,1,0.125,1.0,1.0,0.0,2.0,1273.125,2.0,56
76,0,56:35604,mixed,35604,nq,4,0.5,5.5,4.0,0.0,6.5,4231.125,6.5,56
76,0,56:143400,mixed,143400,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,2072.625,3.0,56
76,0,56:132869,mixed,132869,hotpotqa,6,0.75,2.5,2.0,0.0,2.5,1568.25,3.5,56
76,0,56:86942,mixed,86942,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1254.375,3.0,56
76,0,56:36990,mixed,36990,nq,2,0.25,1.25,2.0,0.0,1.25,886.25,2.25,56
76,0,56:104735,mixed,104735,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1328.0,3.0,56
76,0,56:153153,mixed,153153,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1236.0,2.0,56
76,0,57:112329,mixed,112329,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1470.5,3.0,57
76,0,57:89827,mixed,89827,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1202.5,3.0,57
76,0,57:109808,mixed,109808,hotpotqa,1,0.125,2.0,2.0,0.0,2.5,1704.375,3.0,57
76,0,58:58841,mixed,58841,nq,6,0.75,3.0,3.0,0.0,3.0,1960.25,4.0,58
76,0,58:59429,mixed,59429,nq,7,0.875,1.0,1.0,0.0,1.0,748.25,2.0,58
76,0,59:130032,mixed,130032,hotpotqa,6,0.75,3.0,3.0,0.0,6.25,3370.75,4.0,59
76,0,59:30897,mixed,30897,nq,1,0.125,1.0,1.0,0.0,2.875,1628.375,2.0,59
76,0,61:127766,mixed,127766,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1351.0,2.0,61
76,0,61:101220,mixed,101220,hotpotqa,1,0.125,3.875,4.0,0.0,4.875,2899.125,4.875,61
76,0,61:2183,mixed,2183,nq,4,0.5,2.0,2.0,0.0,2.0,1375.375,3.0,61
76,0,61:130006,mixed,130006,hotpotqa,4,0.5,2.0,2.0,0.0,2.5,1741.0,3.0,61
76,0,61:151476,mixed,151476,hotpotqa,2,0.25,1.25,2.0,0.0,1.25,908.5,2.25,61
76,0,62:109556,mixed,109556,hotpotqa,1,0.125,1.0,1.0,0.0,5.0,2648.0,2.0,62
76,0,63:128711,mixed,128711,hotpotqa,3,0.375,4.875,3.6666666666666665,2.0,4.875,2970.625,5.875,63
76,0,63:132276,mixed,132276,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1408.375,3.0,63
76,0,64:164525,mixed,164525,hotpotqa,2,0.25,3.0,3.0,0.0,3.0,1876.125,4.0,64
76,0,64:11964,mixed,11964,nq,6,0.75,1.0,1.0,0.0,2.0,1389.25,2.0,64
76,0,66:38101,mixed,38101,nq,7,0.875,3.5,3.0,0.0,5.5,3291.375,4.5,66
76,0,66:151053,mixed,151053,hotpotqa,3,0.375,2.125,2.0,0.0,2.125,1367.875,3.125,66
76,0,66:73529,mixed,73529,nq,4,0.5,2.0,2.0,0.0,2.0,1378.0,3.0,66
77,0,67:11317,mixed,11317,nq,4,0.5,2.0,2.0,0.0,3.0,1888.0,3.0,67
77,0,67:55141,mixed,55141,nq,4,0.5,2.0,1.0,0.0,3.0,1694.375,3.0,67
77,0,68:136717,mixed,136717,hotpotqa,7,0.875,3.125,3.0,0.0,3.125,2019.875,4.125,68
77,0,69:41811,mixed,41811,nq,1,0.125,1.0,1.0,0.0,3.0,1485.375,2.0,69
77,0,69:52920,mixed,52920,nq,6,0.75,1.75,2.0,0.0,1.75,1139.75,2.75,69
77,0,69:28900,mixed,28900,nq,6,0.75,1.0,1.0,0.0,1.0,799.25,2.0,69
77,0,69:93359,mixed,93359,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1270.0,2.0,69
77,0,70:6818,mixed,6818,nq,1,0.125,1.0,1.0,0.0,2.0,1556.125,2.0,70
77,0,70:84095,mixed,84095,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1788.5,3.0,70
77,0,70:161316,mixed,161316,hotpotqa,4,0.5,2.5,3.0,0.0,2.5,1601.5,3.5,70
77,0,70:137672,mixed,137672,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1889.0,3.0,70
77,0,70:130065,mixed,130065,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1762.875,3.0,70
77,0,70:119028,mixed,119028,hotpotqa,6,0.75,2.75,2.8333333333333335,1.0,3.75,2400.875,3.75,70
77,0,71:140094,mixed,140094,hotpotqa,5,0.625,1.0,1.0,0.0,2.0,1215.5,2.0,71
77,0,71:66554,mixed,66554,nq,4,0.5,4.0,4.0,0.0,4.0,2105.0,5.0,71
77,0,71:163112,mixed,163112,hotpotqa,1,0.125,1.5,5.0,0.0,2.5,1594.375,2.5,71
77,0,72:66195,mixed,66195,nq,2,0.25,1.0,1.0,0.0,2.0,1267.0,2.0,72
77,0,72:145190,mixed,145190,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1217.5,2.0,72
77,0,72:158672,mixed,158672,hotpotqa,4,0.5,3.25,3.0,0.0,3.25,2267.25,4.25,72
77,0,72:50472,mixed,50472,nq,6,0.75,1.75,2.0,0.0,2.75,1620.0,2.75,72
77,0,72:107710,mixed,107710,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1305.5,2.0,72
77,0,72:44194,mixed,44194,nq,3,0.375,2.0,2.0,0.0,2.0,1365.625,3.0,72
77,0,73:80953,mixed,80953,hotpotqa,2,0.25,1.0,1.0,0.0,3.0,1788.75,2.0,73
77,0,73:143072,mixed,143072,hotpotqa,7,0.875,3.25,3.0,0.0,3.25,1972.0,4.25,73
77,0,74:105514,mixed,105514,hotpotqa,7,0.875,2.875,3.0,0.0,2.875,2059.5,3.875,74
77,0,74:58504,mixed,58504,nq,1,0.125,2.0,2.0,0.0,3.0,1826.75,3.0,74
77,0,74:15109,mixed,15109,nq,2,0.25,1.0,1.0,0.0,2.0,1198.0,2.0,74
77,0,75:103833,mixed,103833,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,1959.0,3.0,75
77,0,75:45640,mixed,45640,nq,1,0.125,1.0,1.0,0.0,3.0,1826.75,2.0,75
77,0,76:21071,mixed,21071,nq,5,0.625,2.0,2.0,0.0,2.0,1238.625,3.0,76
77,0,76:50002,mixed,50002,nq,5,0.625,1.0,1.0,0.0,2.0,1334.0,2.0,76
77,0,77:90102,mixed,90102,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,1799.125,3.0,77
78,0,78:37976,mixed,37976,nq,2,0.25,1.25,2.0,0.0,1.25,914.25,2.25,78
78,0,78:43940,mixed,43940,nq,7,0.875,1.0,1.0,0.0,2.0,1230.375,2.0,78
78,0,78:66885,mixed,66885,nq,4,0.5,5.0,5.0,0.0,6.0,3931.375,6.0,78
78,0,78:105451,mixed,105451,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,1845.625,4.0,78
78,0,79:17445,mixed,17445,nq,4,0.5,3.0,3.0,0.0,3.0,1565.0,4.0,79
78,0,80:134071,mixed,134071,hotpotqa,1,0.125,2.875,2.0,0.0,3.875,2396.0,3.875,80
78,0,80:46795,mixed,46795,nq,4,0.5,1.5,2.0,0.0,1.5,1084.5,2.5,80
78,0,80:119909,mixed,119909,hotpotqa,6,0.75,2.875,3.0,0.0,2.875,1935.625,3.875,80
78,0,80:81931,mixed,81931,hotpotqa,2,0.25,3.75,3.0,0.0,3.75,2496.25,4.75,80
78,0,80:92670,mixed,92670,hotpotqa,4,0.5,2.875,4.25,1.0,4.25,2686.5,3.875,80
78,0,80:146156,mixed,146156,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1204.375,3.0,80
78,0,81:53460,mixed,53460,nq,2,0.25,1.0,1.0,0.0,2.0,1305.25,2.0,81
78,0,81:3645,mixed,3645,nq,1,0.125,2.0,2.0,0.0,3.0,1953.5,3.0,81
78,0,81:146429,mixed,146429,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1278.625,3.0,81
78,0,81:90167,mixed,90167,hotpotqa,4,0.5,2.5,3.0,0.0,3.5,2211.5,3.5,81
78,0,82:167273,mixed,167273,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1667.125,3.0,82
78,0,82:14946,mixed,14946,nq,1,0.125,1.0,1.0,0.0,3.0,1931.75,2.0,82
78,0,82:35217,mixed,35217,nq,4,0.5,1.0,1.0,0.0,2.0,1179.5,2.0,82
78,0,82:124781,mixed,124781,hotpotqa,7,0.875,1.125,1.0,0.0,2.125,1261.75,2.125,82
78,0,82:87281,mixed,87281,hotpotqa,6,0.75,2.75,3.0,0.0,2.75,1802.0,3.75,82
78,0,82:112222,mixed,112222,hotpotqa,3,0.375,1.375,2.0,0.0,1.375,966.75,2.375,82
78,0,83:65440,mixed,65440,nq,6,0.75,1.0,1.0,0.0,3.0,1652.5,2.0,83
78,0,83:96743,mixed,96743,hotpotqa,3,0.375,3.0,3.0,0.0,3.0,1777.125,4.0,83
78,0,83:145852,mixed,145852,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1331.0,3.0,83
78,0,84:151892,mixed,151892,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1306.0,2.0,84
78,0,84:11302,mixed,11302,nq,2,0.25,1.875,2.0,0.0,1.875,1213.625,2.875,84
78,0,84:44441,mixed,44441,nq,1,0.125,2.0,2.0,0.0,2.0,1326.125,3.0,84
78,0,84:158052,mixed,158052,hotpotqa,5,0.625,3.625,4.0,0.0,3.625,2371.375,4.625,84
78,0,85:13953,mixed,13953,nq,7,0.875,1.0,1.0,0.0,3.0,1789.75,2.0,85
