global_step,q,group_id,role,uid,data_source,k,group_success_rate,cost_all_mean,cost_correct_mean,cost_gap_correct,queries_all_mean,tokens_all_mean,turns_all_mean,call_index
71,3,3:118752,mixed,118752,hotpotqa,1,0.125,1.125,2.0,0.0,2.125,1296.0,2.125,3
71,3,4:62624,mixed,62624,nq,3,0.375,2.0,2.0,0.0,2.0,1314.5,3.0,4
71,3,4:42674,mixed,42674,nq,6,0.75,1.0,1.0,0.0,2.0,1383.0,2.0,4
71,3,5:59899,mixed,59899,nq,1,0.125,2.25,3.0,0.0,2.25,1490.875,3.25,5
71,3,5:94472,mixed,94472,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1363.0,2.0,5
71,3,5:92155,mixed,92155,hotpotqa,6,0.75,2.5,2.3333333333333335,1.0,2.5,1549.0,3.5,5
71,3,5:90972,mixed,90972,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1275.125,3.0,5
71,3,5:47119,mixed,47119,nq,1,0.125,1.0,1.0,0.0,2.0,1196.25,2.0,5
71,3,5:123875,mixed,123875,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1270.0,2.0,5
71,3,5:118479,mixed,118479,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,1910.375,4.0,5
71,3,6:145207,mixed,145207,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1272.375,2.0,6
71,3,6:71729,mixed,71729,nq,7,0.875,1.0,1.0,0.0,2.0,1360.75,2.0,6
71,3,6:134695,mixed,134695,hotpotqa,1,0.125,1.25,3.0,0.0,1.25,869.0,2.25,6
71,3,7:27257,mixed,27257,nq,7,0.875,1.0,1.0,0.0,2.0,1333.875,2.0,7
71,3,7:150225,mixed,150225,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1297.5,2.0,7
71,3,0:73273,efficiency,73273,nq,8,1.0,1.875,1.875,1.0,2.875,1799.875,2.875,0
71,3,0:133097,efficiency,133097,hotpotqa,8,1.0,1.875,1.875,1.0,1.875,1192.5,2.875,0
71,3,1:21451,efficiency,21451,nq,8,1.0,1.625,1.625,1.0,2.625,1624.0,2.625,1
71,4,0:151196,mixed,151196,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1383.75,2.0,0
71,4,0:35710,mixed,35710,nq,2,0.25,3.375,2.5,1.0,3.375,1920.75,4.375,0
71,4,0:104989,mixed,104989,hotpotqa,1,0.125,2.25,2.0,0.0,3.25,1986.875,3.25,0
71,4,1:104900,mixed,104900,hotpotqa,2,0.25,2.75,2.0,0.0,2.75,1994.5,3.75,1
71,4,1:98963,mixed,98963,hotpotqa,2,0.25,3.0,3.0,0.0,4.0,2178.5,4.0,1
71,4,2:3150,mixed,3150,nq,6,0.75,1.0,1.0,0.0,1.0,709.75,2.0,2
71,4,2:6362,mixed,6362,nq,7,0.875,1.0,1.0,0.0,1.125,716.0,2.0,2
71,4,2:117164,mixed,117164,hotpotqa,3,0.375,1.625,2.6666666666666665,1.0,2.25,1455.5,2.625,2
71,4,2:89516,mixed,89516,hotpotqa,4,0.5,1.0,1.0,0.0,3.0,1805.375,2.0,2
71,4,2:43616,mixed,43616,nq,1,0.125,2.0,2.0,0.0,3.0,1858.125,3.0,2
71,4,3:107296,mixed,107296,hotpotqa,6,0.75,1.75,2.0,0.0,2.75,1871.5,2.75,3
71,4,3:39092,mixed,39092,nq,7,0.875,1.0,1.0,0.0,2.0,1435.875,2.0,3
71,4,3:82068,mixed,82068,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1356.75,3.0,3
71,4,3:34954,mixed,34954,nq,3,0.375,2.375,3.0,0.0,3.375,2033.875,3.375,3
71,4,3:118752,mixed,118752,hotpotqa,1,0.125,1.125,2.0,0.0,2.125,1296.0,2.125,3
71,4,4:62624,mixed,62624,nq,3,0.375,2.0,2.0,0.0,2.0,1314.5,3.0,4
71,4,4:42674,mixed,42674,nq,6,0.75,1.0,1.0,0.0,2.0,1383.0,2.0,4
71,4,5:59899,mixed,59899,nq,1,0.125,2.25,3.0,0.0,2.25,1490.875,3.25,5
71,4,5:94472,mixed,94472,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1363.0,2.0,5
71,4,5:92155,mixed,92155,hotpotqa,6,0.75,2.5,2.3333333333333335,1.0,2.5,1549.0,3.5,5
71,4,5:90972,mixed,90972,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1275.125,3.0,5
71,4,5:47119,mixed,47119,nq,1,0.125,1.0,1.0,0.0,2.0,1196.25,2.0,5
71,4,5:123875,mixed,123875,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1270.0,2.0,5
71,4,5:118479,mixed,118479,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,1910.375,4.0,5
71,4,6:145207,mixed,145207,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1272.375,2.0,6
71,4,6:71729,mixed,71729,nq,7,0.875,1.0,1.0,0.0,2.0,1360.75,2.0,6
71,4,6:134695,mixed,134695,hotpotqa,1,0.125,1.25,3.0,0.0,1.25,869.0,2.25,6
71,4,7:27257,mixed,27257,nq,7,0.875,1.0,1.0,0.0,2.0,1333.875,2.0,7
71,4,0:73273,efficiency,73273,nq,8,1.0,1.875,1.875,1.0,2.875,1799.875,2.875,0
71,4,0:133097,efficiency,133097,hotpotqa,8,1.0,1.875,1.875,1.0,1.875,1192.5,2.875,0
71,4,1:21451,efficiency,21451,nq,8,1.0,1.625,1.625,1.0,2.625,1624.0,2.625,1
71,4,2:84075,efficiency,84075,hotpotqa,8,1.0,1.25,1.25,1.0,1.25,939.25,2.25,2
72,0,9:20175,mixed,20175,nq,2,0.25,4.125,3.0,0.0,13.125,6430.0,5.125,9
72,0,9:9445,mixed,9445,nq,1,0.125,3.25,5.0,0.0,3.25,1906.5,4.25,9
72,0,10:113621,mixed,113621,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1288.0,3.0,10
72,0,10:80994,mixed,80994,hotpotqa,7,0.875,1.0,1.0,0.0,1.0,748.0,2.0,10
72,0,10:92212,mixed,92212,hotpotqa,3,0.375,6.0,4.333333333333333,1.0,6.0,3659.0,7.0,10
72,0,10:108478,mixed,108478,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,1898.25,4.0,10
72,0,11:153941,mixed,153941,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1254.25,3.0,11
72,0,11:97224,mixed,97224,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1250.375,2.0,11
72,0,11:140248,mixed,140248,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,2046.25,3.125,11
72,0,11:100955,mixed,100955,hotpotqa,1,0.125,2.0,2.0,0.0,2.5,1666.25,3.0,11
72,0,12:104543,mixed,104543,hotpotqa,2,0.25,1.75,1.0,0.0,1.75,1214.25,2.75,12
72,0,12:155626,mixed,155626,hotpotqa,5,0.625,1.0,1.0,0.0,2.0,1468.375,2.0,12
72,0,12:92977,mixed,92977,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,1846.0,3.0,12
72,0,13:2048,mixed,2048,nq,2,0.25,1.0,1.0,0.0,1.0,722.0,2.0,13
72,0,13:101930,mixed,101930,hotpotqa,3,0.375,2.25,2.0,0.0,4.5,2757.0,3.25,13
72,0,14:28652,mixed,28652,nq,7,0.875,1.125,1.0,0.0,2.125,1347.25,2.125,14
72,0,14:111955,mixed,111955,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1297.0,3.0,14
72,0,15:111790,mixed,111790,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,2046.125,3.0,15
72,0,15:114997,mixed,114997,hotpotqa,4,0.5,4.5,5.0,0.0,4.5,2731.5,5.5,15
72,0,15:30956,mixed,30956,nq,1,0.125,2.0,2.0,0.0,2.0,1329.625,3.0,15
72,0,16:16512,mixed,16512,nq,7,0.875,1.0,1.0,0.0,2.0,1161.0,2.0,16
72,0,17:165808,mixed,165808,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,1781.125,4.0,17
72,0,17:122923,mixed,122923,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1313.0,2.0,17
72,0,18:59584,mixed,59584,nq,6,0.75,1.0,1.0,0.0,2.0,1344.25,2.0,18
72,0,18:150928,mixed,150928,hotpotqa,2,0.25,3.0,3.0,0.0,4.0,2702.75,4.0,18
72,0,19:139695,mixed,139695,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1760.625,3.0,19
72,0,19:92791,mixed,92791,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1240.0,3.0,19
72,0,19:149023,mixed,149023,hotpotqa,6,0.75,1.75,2.0,0.0,2.75,1661.75,2.75,19
72,0,20:41190,mixed,41190,nq,5,0.625,3.125,3.0,0.0,3.125,1751.25,4.125,20
72,0,20:28252,mixed,28252,nq,7,0.875,1.0,1.0,0.0,2.0,1288.125,2.0,20
72,0,20:136802,mixed,136802,hotpotqa,7,0.875,2.5,2.2857142857142856,1.0,2.5,1572.0,3.5,20
72,0,21:126182,mixed,126182,hotpotqa,5,0.625,3.5,3.2,1.0,3.5,2011.0,4.5,21
72,1,9:20175,mixed,20175,nq,2,0.25,4.125,3.0,0.0,13.125,6430.0,5.125,9
72,1,9:9445,mixed,9445,nq,1,0.125,3.25,5.0,0.0,3.25,1906.5,4.25,9
72,1,10:113621,mixed,113621,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1288.0,3.0,10
72,1,10:80994,mixed,80994,hotpotqa,7,0.875,1.0,1.0,0.0,1.0,748.0,2.0,10
72,1,10:92212,mixed,92212,hotpotqa,3,0.375,6.0,4.333333333333333,1.0,6.0,3659.0,7.0,10
72,1,10:108478,mixed,108478,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,1898.25,4.0,10
72,1,11:153941,mixed,153941,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1254.25,3.0,11
72,1,11:97224,mixed,97224,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1250.375,2.0,11
72,1,11:140248,mixed,140248,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,2046.25,3.125,11
72,1,11:100955,mixed,100955,hotpotqa,1,0.125,2.0,2.0,0.0,2.5,1666.25,3.0,11
72,1,12:104543,mixed,104543,hotpotqa,2,0.25,1.75,1.0,0.0,1.75,1214.25,2.75,12
72,1,12:155626,mixed,155626,hotpotqa,5,0.625,1.0,1.0,0.0,2.0,1468.375,2.0,12
72,1,12:92977,mixed,92977,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,1846.0,3.0,12
72,1,13:2048,mixed,2048,nq,2,0.25,1.0,1.0,0.0,1.0,722.0,2.0,13
72,1,13:101930,mixed,101930,hotpotqa,3,0.375,2.25,2.0,0.0,4.5,2757.0,3.25,13
72,1,14:28652,mixed,28652,nq,7,0.875,1.125,1.0,0.0,2.125,1347.25,2.125,14
72,1,14:111955,mixed,111955,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1297.0,3.0,14
72,1,15:111790,mixed,111790,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,2046.125,3.0,15
72,1,15:114997,mixed,114997,hotpotqa,4,0.5,4.5,5.0,0.0,4.5,2731.5,5.5,15
72,1,15:30956,mixed,30956,nq,1,0.125,2.0,2.0,0.0,2.0,1329.625,3.0,15
72,1,16:16512,mixed,16512,nq,7,0.875,1.0,1.0,0.0,2.0,1161.0,2.0,16
72,1,17:165808,mixed,165808,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,1781.125,4.0,17
72,1,17:122923,mixed,122923,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1313.0,2.0,17
72,1,18:59584,mixed,59584,nq,6,0.75,1.0,1.0,0.0,2.0,1344.25,2.0,18
72,1,18:150928,mixed,150928,hotpotqa,2,0.25,3.0,3.0,0.0,4.0,2702.75,4.0,18
72,1,19:139695,mixed,139695,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1760.625,3.0,19
72,1,19:92791,mixed,92791,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1240.0,3.0,19
72,1,19:149023,mixed,149023,hotpotqa,6,0.75,1.75,2.0,0.0,2.75,1661.75,2.75,19
72,1,20:41190,mixed,41190,nq,5,0.625,3.125,3.0,0.0,3.125,1751.25,4.125,20
72,1,20:28252,mixed,28252,nq,7,0.875,1.0,1.0,0.0,2.0,1288.125,2.0,20
72,1,20:136802,mixed,136802,hotpotqa,7,0.875,2.5,2.2857142857142856,1.0,2.5,1572.0,3.5,20
72,1,10:95147,efficiency,95147,hotpotqa,8,1.0,1.75,1.75,2.0,2.75,1514.875,2.75,10
72,2,9:20175,mixed,20175,nq,2,0.25,4.125,3.0,0.0,13.125,6430.0,5.125,9
72,2,9:9445,mixed,9445,nq,1,0.125,3.25,5.0,0.0,3.25,1906.5,4.25,9
72,2,10:113621,mixed,113621,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1288.0,3.0,10
72,2,10:80994,mixed,80994,hotpotqa,7,0.875,1.0,1.0,0.0,1.0,748.0,2.0,10
72,2,10:92212,mixed,92212,hotpotqa,3,0.375,6.0,4.333333333333333,1.0,6.0,3659.0,7.0,10
72,2,10:108478,mixed,108478,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,1898.25,4.0,10
72,2,11:153941,mixed,153941,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1254.25,3.0,11
72,2,11:97224,mixed,97224,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1250.375,2.0,11
72,2,11:140248,mixed,140248,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,2046.25,3.125,11
72,2,11:100955,mixed,100955,hotpotqa,1,0.125,2.0,2.0,0.0,2.5,1666.25,3.0,11
72,2,12:104543,mixed,104543,hotpotqa,2,0.25,1.75,1.0,0.0,1.75,1214.25,2.75,12
72,2,12:155626,mixed,155626,hotpotqa,5,0.625,1.0,1.0,0.0,2.0,1468.375,2.0,12
72,2,12:92977,mixed,92977,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,1846.0,3.0,12
72,2,13:2048,mixed,2048,nq,2,0.25,1.0,1.0,0.0,1.0,722.0,2.0,13
72,2,13:101930,mixed,101930,hotpotqa,3,0.375,2.25,2.0,0.0,4.5,2757.0,3.25,13
72,2,14:28652,mixed,28652,nq,7,0.875,1.125,1.0,0.0,2.125,1347.25,2.125,14
72,2,14:111955,mixed,111955,hotpotqa,4,0.5,2.0,2.0,0.0,2.0,1297.0,3.0,14
72,2,15:111790,mixed,111790,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,2046.125,3.0,15
72,2,15:114997,mixed,114997,hotpotqa,4,0.5,4.5,5.0,0.0,4.5,2731.5,5.5,15
72,2,15:30956,mixed,30956,nq,1,0.125,2.0,2.0,0.0,2.0,1329.625,3.0,15
72,2,16:16512,mixed,16512,nq,7,0.875,1.0,1.0,0.0,2.0,1161.0,2.0,16
72,2,17:165808,mixed,165808,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,1781.125,4.0,17
72,2,17:122923,mixed,122923,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1313.0,2.0,17
72,2,18:59584,mixed,59584,nq,6,0.75,1.0,1.0,0.0,2.0,1344.25,2.0,18
72,2,18:150928,mixed,150928,hotpotqa,2,0.25,3.0,3.0,0.0,4.0,2702.75,4.0,18
72,2,19:139695,mixed,139695,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1760.625,3.0,19
72,2,19:92791,mixed,92791,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1240.0,3.0,19
72,2,19:149023,mixed,149023,hotpotqa,6,0.75,1.75,2.0,0.0,2.75,1661.75,2.75,19
